업체명,카테고리명,필지고유번호,시도명,시군구명,읍면동명,리명,번지,법정동코드,행정동코드,도로명코드,도로명,도로명상세,경도,위도,폐업여부,전화번호,홈페이지주소,주차가능여부,화장실유무,화장실타입,수유실유무,물품보관함유무,유아거치대유무,휠체어이동가능여부,점자유도로유무,등록일자
휴앤고게스트하우스,숙박/휴양,2.64E+18,부산광역시,금정구,금성동,,592-3,2641011300,2641070000,2.64E+11,동문로,94,129.0588925,35.24936983,Y,,,,,,,,,,,2021-10-19
부산학생교육원,숙박/휴양,2.64E+18,부산광역시,금정구,금성동,,02월 22일,2641011300,2641070000,2.64E+11,북문로,178,129.0438168,35.25926999,Y,051-580-3200,,,,,,,,,,2021-10-01
쏭하우스,숙박/휴양,2.64E+18,부산광역시,금정구,남산동,,10월 09일,2641010400,2641067000,2.64E+11,중앙대로,1946,129.0916247,35.25812807,Y,,,,,,,,,,,2021-09-17
본우효덕수련원,숙박/휴양,2.64E+18,부산광역시,금정구,남산동,,105-7,2641010400,2641067000,2.64E+11,중앙대로,2039,129.0924331,35.26643882,Y,,,,,,,,,,,2021-09-07
스포원파크재난안전체험관,숙박/휴양,2.64E+18,부산광역시,금정구,두구동,,1641,2641010100,2641063500,2.64E+11,체육공원로399번길,324,129.1067686,35.29362772,N,051-550-1445,http://naver.me/GDclhLMa,Y,Y,"구분,내부",N,N,N,N,N,2021-10-20
이데아호텔,숙박/휴양,2.64E+18,부산광역시,금정구,부곡동,,304-11,2641010900,2641057000,2.64E+11,가마실로,21,129.0912549,35.2250157,N,051-512-1103,http://ideahotel.kr/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-18
기찰탕여관,숙박/휴양,2.64E+18,부산광역시,금정구,부곡동,,217-9,2641010900,2641059000,2.64E+11,무학송로,79,129.0928986,35.2384543,Y,,,,,,,,,,,2021-10-18
라찌모텔,숙박/휴양,2.64E+18,부산광역시,금정구,부곡동,,64-24,2641010900,2641059000,2.64E+11,중앙대로1763번길,36-18,129.0911854,35.24258278,N,051-516-8856,http://naver.me/xorCm3Lm,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-02
이화모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,207-10,2641011000,2641053000,2.64E+11,개좌로,01월 15일,129.1087541,35.21541627,N,051-524-5311,http://naver.me/5Gyi7hVp,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-19
젠모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,204-6,2641011000,2641053000,2.64E+11,금사로,10월 01일,129.1065015,35.21513983,N,051-522-4495,http://naver.me/GQ4vw2Zg,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-14
파래스,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,203-37,2641011000,2641053000,2.64E+11,금사로,04월 16일,129.1056031,35.21509207,N,051-529-1834,http://naver.me/xAtLfNLE,Y,Y,"공용,내부",N,N,N,N,N,2021-11-06
제이아트빌,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,203-31,2641011000,2641053000,2.64E+11,금사로,03월 16일,129.1057643,35.21521624,Y,,,,,,,,,,,2021-10-19
늘푸른,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,206-16,2641011000,2641053000,2.64E+11,서동로,187-14,129.1073521,35.21479468,Y,,,,,,,,,,,2021-10-01
부림모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,206-27,2641011000,2641053000,2.64E+11,서동로,193-3,129.1075125,35.21442326,N,,http://naver.me/GjRXzyGg,N,Y,"공용,내부",N,Y,N,Y,N,2021-10-01
헤이브호텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,207-26,2641011000,2641053000,2.64E+11,서동로,193-14,129.1080432,35.21481219,N,051-523-8966,http://naver.me/xIheV0T7,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-01
초원장,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,206-18,2641011000,2641053000,2.64E+11,서동로,187-10,129.107152,35.21472819,Y,,,,,,,,,,,2021-10-01
삼성여인숙,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,340-21,2641011000,2641053000,2.64E+11,서동로,145-7,129.1022397,35.21541721,Y,051-523-6331,,,,,,,,,,2021-10-01
목란장,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,207-8,2641011000,2641053000,2.64E+11,서동로,197-1,129.1081439,35.21430893,Y,,,,,,,,,,,2021-09-30
호텔 블랑,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,206-3,2641011000,2641053000,2.64E+11,서동로,193-15,129.107687,35.21500571,N,051-521-3131,http://naver.me/xevoE42H,Y,Y,"공용,내부",N,Y,N,Y,N,2021-09-30
넘버25호텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,206-4,2641011000,2641053000,2.64E+11,서동로,193-11,129.10752,35.21482716,N,,http://naver.me/58HQv4Kb,Y,Y,"공용,내부",N,Y,N,Y,N,2021-09-30
마이홈모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,204-3,2641011000,2641053000,2.64E+11,서동로175번길,19,129.1068185,35.21505069,Y,051-521-0033,,,,,,,,,,2021-09-30
굿타임,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,202-21,2641011000,2641052000,2.64E+11,서동로176번길,04월 14일,129.1050332,35.2140279,Y,,,,,,,,,,,2021-09-28
장미별장여관,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,202-7,2641011000,2641052000,2.64E+11,서동로176번길,8,129.1052743,35.214175,Y,,,,,,,,,,,2021-09-28
베니스모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,210-7,2641011000,2641052000,2.64E+11,서동로186번길,06월 18일,129.105935,35.21391911,N,051-521-3535,http://naver.me/FArg9G9F,Y,Y,"공용,내부",N,Y,N,Y,N,2021-09-28
진영장,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,210-5,2641011000,2641052000,2.64E+11,서동로186번길,12,129.1060549,35.21402869,Y,051-524-2020,,,,,,,,,,2021-09-28
청림모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,209-25,2641011000,2641052000,2.64E+11,서동로186번길,7,129.106671,35.21395424,Y,051-521-0242,,,,,,,,,,2021-09-28
쉐르빌모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,210-8,2641011000,2641052000,2.64E+11,서동로186번길,16,129.1061925,35.21376459,N,051-521-3734,http://naver.me/5lZKP1CL,N,Y,"공용,내부",N,Y,N,N,N,2021-09-28
진영모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,210-5,2641011000,2641052000,2.64E+11,서동로186번길,12,129.1060647,35.2140373,N,051-524-2220,http://naver.me/xXr9eIpB,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-28
아마존모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,208-19,2641011000,2641052000,2.64E+11,서동로194번길,21,129.1068925,35.21331442,N,051-527-9696,http://naver.me/5oQGUAQQ,Y,Y,"공용,내부",N,N,N,N,N,2021-09-13
그랜드모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,209-41,2641011000,2641052000,2.64E+11,서동로194번길,12,129.1070393,35.21380844,N,051-523-8645,http://naver.me/GHEGWCPq,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-28
몽블랑모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,208-18,2641011000,2641052000,2.64E+11,서동로194번길,3,129.1075696,35.21396675,N,051-522-0700,http://naver.me/5mYCUHOn,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-28
마모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,209-3,2641011000,2641052000,2.64E+11,서동로194번길,8,129.1071283,35.21399983,N,051-524-7878,http://naver.me/G7KToP7D,Y,Y,"공용,내부",N,Y,N,Y,N,2021-09-28
금오별장,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,208-6,2641011000,2641052000,2.64E+11,서동로194번길,7,129.1074344,35.21391246,Y,,,,,,,,,,,2021-09-28
동산여인숙,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,520-233,2641011000,2641051000,2.64E+11,서동로79번길,17,129.0963963,35.21766907,Y,,,,,,,,,,,2021-09-28
OPENTHEDOOR,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,302-225,2641011000,2641053000,2.64E+11,서동시장길,48-22,129.1006992,35.21593158,Y,,,,,,,,,,,2021-09-27
제일여인숙,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,302-31,2641011000,2641053000,2.64E+11,서동시장뒷길,43,129.1021231,35.21661418,Y,051-523-7876,,,,,,,,,,2021-09-27
동진여관,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,294-9,2641011000,2641052000,2.64E+11,서동중심로,57,129.1031485,35.21400816,Y,051-522-5066,,,,,,,,,,2021-09-23
아젤리아,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,203-36,2641011000,2641053000,2.64E+11,서부로4번길,14,129.1055245,35.21516884,N,051-526-2448,http://naver.me/FT0YzAVY,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-16
빙고모텔,숙박/휴양,2.64E+18,부산광역시,금정구,서동,,203-1,2641011000,2641053000,2.64E+11,서부로4번길,16,129.1056637,35.21528673,N,051-522-8057,http://naver.me/GQ4CuTC0,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-16
목화모텔,숙박/휴양,2.63E+18,부산광역시,금정구,온천동,,444-78,2626010800,2626055000,,중앙대로1945번길,9,129.0906073,35.25771326,N,051-582-0123,http://naver.me/GLKPMJ67,N,Y,"공용,외부",N,N,N,N,N,2021-10-25
동평장여관,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,580-3,2641010800,2641061000,,,,129.0817899,35.22502779,N,051-514-1251,http://naver.me/F362Wavx,N,N,,N,N,N,N,N,2021-11-02
새온천모텔찜질방,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,595-5,2641010800,2641061000,2.64E+11,금강로,173-3,129.0815247,35.2240551,N,051-515-2050,http://naver.me/GcjLbCJe,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
송원장,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,594-8,2641010800,2641061000,2.64E+11,금강로,169,129.0814923,35.22376332,N,051-512-4646,http://naver.me/GozNoC5J,N,Y,"공용,내부",N,N,N,N,N,2021-11-01
우보,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,594-28,2641010800,2641061000,2.64E+11,금강로,167,129.0814342,35.22359422,N,,http://naver.me/FiLJo3Uo,N,Y,"공용,내부",N,N,N,N,N,2021-10-20
금성여인숙,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,576-14,2641010800,2641061000,2.64E+11,금강로,185,129.0819666,35.2250455,Y,051-515-3516,,,,,,,,,,2021-10-19
쉴라게스트하우스,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,263-41,2641010800,2641060000,2.64E+11,금강로279번길,111,129.0836898,35.23660168,Y,,,,,,,,,,,2021-10-29
BUSANSPAGUESTHOUSE,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,269-3,2641010800,2641060000,2.64E+11,금강로279번길,61,129.0833713,35.23490211,Y,,,,,,,,,,,2021-10-29
단디하우스부산대,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,382-26,2641010800,2641060000,2.64E+11,금정로,116,129.087658,35.23491329,Y,,,,,,,,,,,2021-09-28
부산사랑게스트하우스,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,421-3,2641010800,2641061000,2.64E+11,금정로,71,129.0862534,35.23098012,Y,,,,,,,,,,,2021-10-18
태양,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,653-14,2641010800,2641061000,2.64E+11,식물원로27번길,49,129.0846472,35.22286211,Y,,,,,,,,,,,2021-09-10
웁스모텔,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,605-11,2641010800,2641061000,2.64E+11,식물원로27번길,6,129.0851221,35.2242952,N,051-518-7820,http://naver.me/xXruLGgh,N,Y,"공용,내부",N,N,N,N,N,2021-09-10
아젤리아,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,604-5,2641010800,2641061000,2.64E+11,식물원로29번길,19,129.0844432,35.22372824,Y,,,,,,,,,,,2021-09-13
올레모텔,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,604-10,2641010800,2641061000,2.64E+11,식물원로29번길,25,129.0842698,35.22357183,N,051-513-8194,http://naver.me/IgTmwNxD,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-13
로망스모텔,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,649-20,2641010800,2641061000,2.64E+11,식물원로9번길,29,129.0861081,35.22272369,N,051-514-8485,http://naver.me/FbRDxIF0,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-13
맥스모텔,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,652-21,2641010800,2641061000,2.64E+11,온천장로125번길,10,129.0848461,35.22261418,N,051-581-2345,http://naver.me/5rscL2Ru,Y,Y,"공용,내부",N,N,N,N,N,2021-09-06
모텔델루나,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,617-12,2641010800,2641061000,2.64E+11,온천장로125번길,Jun-74,129.082447,35.22440026,N,051-514-0500,http://www.instagram.com/mdelluna,Y,Y,"공용,내부",N,N,N,N,N,2021-09-07
HOTELYOUAIN,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,604-16,2641010800,2641061000,2.64E+11,온천장로125번길,12월 28일,129.0843749,35.22321721,N,051-583-0779,https://bsyouain.modoo.at,Y,Y,"공용,내부",N,N,N,Y,N,2021-09-07
대도여관,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,604-30,2641010800,2641061000,2.64E+11,온천장로125번길,11월 28일,129.0842094,35.22343918,N,051-515-1185,http://naver.me/xM2qD7H3,Y,Y,"공용,내부",N,N,N,N,N,2021-09-06
아라모텔,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,652-75,2641010800,2641061000,2.64E+11,온천장로125번길,8,129.0848261,35.22245892,N,051-583-2567,http://naver.me/5vIVQ4gy,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-19
아레스모텔,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,604-48,2641010800,2641061000,2.64E+11,온천장로125번길,28-14,129.0844811,35.22338369,Y,,,,,,,,,,,2021-09-10
만리장여관,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,601-10,2641010800,2641061000,2.64E+11,온천장로125번안길,6,129.0830621,35.22384332,N,051-581-0111,http://naver.me/xorsbiza,N,Y,"공용,내부",N,N,N,N,N,2021-10-19
에어비앤비니하오부산,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,365-10,2641010800,2641060000,2.64E+11,장전온천천로101번길,10월 02일,129.0887575,35.2342498,Y,,,,,,,,,,,2021-08-30
태광 달방,숙박/휴양,2.64E+18,부산광역시,금정구,장전동,,646-55,2641010800,2641061000,2.64E+11,중앙대로1541번길,25,129.0863136,35.22217112,N,051-516-2400,http://naver.me/FPs2z8WK,N,Y,"공용,내부",N,N,N,N,N,2021-08-30
팔레스모텔,숙박/휴양,2.64E+18,부산광역시,금정구,청룡동,,Nov-39,2641010300,2641066500,2.64E+11,남산냇길,121,129.088686,35.27706461,Y,051-508-8422,,,,,,,,,,2021-10-12
청룡여관,숙박/휴양,2.64E+18,부산광역시,금정구,청룡동,,01월 31일,2641010300,2641066500,2.64E+11,청룡로,31,129.0891245,35.27537144,N,,http://naver.me/FWJz0vt7,Y,Y,"공용,내부",N,N,N,N,N,2021-08-30
유성장모텔,숙박/휴양,2.64E+18,부산광역시,금정구,청룡동,,Mar-44,2641010300,2641066500,2.64E+11,청룡로,32,129.0890979,35.27569492,N,051-508-5890,http://naver.me/GVARzPFg,Y,Y,"공용,내부",N,N,N,N,N,2021-08-31
범어장,숙박/휴양,2.64E+18,부산광역시,금정구,청룡동,,05월 28일,2641010300,2641066500,2.64E+11,청룡예전로,5,129.0918485,35.27393681,N,051-508-5805,https://bemotel.modoo.at,Y,Y,"공용,내부",N,N,N,N,N,2021-08-27
범어장모텔,숙박/휴양,2.64E+18,부산광역시,금정구,청룡동,,05월 28일,2641010300,2641066500,2.64E+11,청룡예전로,5,129.0918193,35.27393827,N,051-508-5804,https://bemotel.modoo.at,Y,Y,"공용,내부",N,N,N,N,N,2021-08-26
에스모텔,숙박/휴양,2.64E+18,부산광역시,금정구,청룡동,,Jun-39,2641010300,2641066500,2.64E+11,청룡예전로43번길,17,129.0891817,35.2775317,N,051-508-1172,https://www.smotel.net/,Y,Y,"공용,내부",N,N,N,Y,N,2021-08-25
니즈호텔,숙박/휴양,2.64E+18,부산광역시,금정구,청룡동,,May-33,2641010300,2641066500,2.64E+11,팔송로24번길,52,129.0899731,35.2744981,N,051-508-2999,http://naver.me/GUvTSb37,Y,Y,"공용,내부",N,N,N,N,N,2021-08-24
그루브펜션,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,시랑리,694,2671025033,2671025000,,,,129.2080752,35.18619159,Y,,,,,,,,,,,2021-10-22
모닝블루펜션,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,시랑리,545-1,2671025033,2671025000,2.67E+11,공수해안길,25,129.2125121,35.18480567,N,,http://www.morningblue.co.kr/,Y,Y,"구분,내부",N,N,N,N,N,2021-11-04
바다애펜션,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,시랑리,540-5,2671025033,2671025000,2.67E+11,공수해안길,Feb-57,129.2133248,35.18604169,N,051-723-1811,http://www.badaae.net/,Y,Y,"공용,외부",N,N,N,N,N,2021-11-07
오시리아펜션,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,시랑리,453-21,2671025033,2671025000,2.67E+11,공수해안길,112,129.2177743,35.18812494,N,051-724-1151,http://www.osiria-pension.kr/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-22
시나몬하우스앤카페,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,시랑리,581,2671025033,2671025000,2.67E+11,공수해안길,15,129.2113171,35.18452008,Y,,,,,,,,,,,2021-10-22
가온펜션,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,시랑리,545-7,2671025033,2671025000,2.67E+11,공수해안길,01월 27일,129.2127078,35.1844777,N,051-722-6600,http://www.gaonpension.com/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-22
타샤모텔,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,청강리,705-6,2671025027,2671025000,2.67E+11,기장대로413번길,32,129.2152805,35.23486816,N,051-724-3100,http://naver.me/IG6gFTBV,Y,Y,"공용,내부",N,N,N,N,N,2021-11-12
골든베이펜션,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,대변리,288,2671025028,2671025000,2.67E+11,기장해안로,536,129.2270667,35.22131533,N,051-722-2260,http://pensiongb.com/,Y,Y,"공용,외부",N,N,N,N,N,2021-11-07
고마펜션,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,죽성리,402,2671025024,2671025000,2.67E+11,기장해안로,899-2,129.2432792,35.23499608,N,,http://01020004966.tshome.co.kr/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-18
본레브연화리330풀빌라앤호텔,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,연화리,330-2,2671025029,2671025000,2.67E+11,기장해안로,460,129.2229761,35.21559526,N,,http://yeonhwari330.com/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-24
MVG모텔,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,연화리,372-6,2671025029,2671025000,2.67E+11,기장해안로,438,129.2220218,35.21392038,N,051-722-7727,http://naver.me/Ft8unf9u,Y,Y,"공용,내부",N,N,N,N,N,2021-10-24
전망좋은집,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,대변리,406-8,2671025028,2671025000,2.67E+11,기장해안로,589-6,129.2288831,35.22515777,Y,,,,,,,,,,,2021-10-21
연화리관광호텔,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,연화리,330-2,2671025029,2671025000,2.67E+11,기장해안로,460,129.2229761,35.21559526,N,,http://naver.me/54VqKmIQ,Y,Y,"공용,내부",N,N,N,N,N,2021-10-24
호텔오즈,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,대변리,277-1,2671025028,2671025000,2.67E+11,기장해안로,530,129.2271744,35.22075941,N,,http://naver.me/GSirCEwq,Y,Y,"공용,내부",N,N,N,N,N,2021-10-21
타이드어웨이풀빌라,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,시랑리,615-5,2671025033,2671025000,2.67E+11,기장해안로,26,129.2085278,35.18217092,N,,http://www.tideaway.co.kr/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-22
연화리330 POOL VILLA Bon reve,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,연화리,330-2,2671025029,2671025000,2.67E+11,기장해안로,460,129.2229938,35.21558798,N,,http://naver.me/GOuoXBk9,Y,Y,"공용,내부",N,N,N,N,N,2021-10-24
로드엠게스트하우스펜션,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,대변리,308-2,2671025028,2671025000,2.67E+11,기장해안로,615-6,129.2310754,35.22374937,N,,http://naver.me/xE1uUdUc,Y,Y,"공용,내부",N,N,N,N,N,2021-10-21
연화펜션,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,연화리,379-1,2671025029,2671025000,2.67E+11,기장해안로,434,129.2218632,35.21366559,N,,http://yhrpen.com/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-21
지앤지모텔,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,연화리,372-1,2671025029,2671025000,2.67E+11,기장해안로,442,129.222202,35.21419613,N,051-724-8544,http://naver.me/5GyLOocS,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-08
MVG무인텔,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,연화리,372-6,2671025029,2671025000,2.67E+11,기장해안로,438,129.2220125,35.2139435,N,051-722-7727,http://naver.me/Ft8unf9u,Y,Y,"공용,외부",N,N,N,N,N,2021-11-07
아난티 힐튼 부산,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,시랑리,704-1,2671025033,2671025000,2.67E+11,기장해안로,268-32,129.2280692,35.19795241,N,051-509-1111,http://www.anantihiltonbusan.co.kr,Y,Y,"구분,내부",N,Y,Y,Y,N,2021-11-22
꿈의궁전모텔,숙박/휴양,2.67E+18,부산광역시,기장군,기장읍,대변리,203-6,2671025028,2671025000,2.67E+11,기장해안로,546,129.2270277,35.22228138,N,051-721-7488,http://naver.me/GQ4hgGrf,Y,Y,"공용,내부",N,N,N,N,N,2021-11-12
